Player,Club,POS,GP,GS,MINS,SHTS,SV,GA,GAA,PKG/A,W,L,T,ShO,W%,Sv%,Year,Season
John McCarthy,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post
Jon Kempin,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post
Jeff Attinella,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post
Clement Diop,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post
Ryan Meara,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post
Eric Kronberg,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post
Kyle Reynish,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post
Dan Kennedy,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post
Josh Saunders,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post
Andrew Dykstra,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post
Alex Bono,,GK,5,5,450,12,10,2,0.4,1/1,3,1,1,3,60.0,83.3,2017,post
Zack Steffen,,GK,5,5,480,23,19,4,0.8,1/2,1,2,2,2,20.0,82.6,2017,post
Stefan Frei,,GK,4,4,360,15,13,2,0.5,0/0,2,1,1,3,50.0,86.7,2017,post
Luis Robles,,GK,3,3,270,6,4,2,0.67,0/0,2,1,0,2,66.7,66.7,2017,post
Stefan Marinovic,,GK,3,3,270,11,9,2,0.67,0/0,1,1,1,2,33.3,81.8,2017,post
Joe Willis,,GK,3,3,270,14,8,6,2.0,0/1,1,2,0,0,33.3,57.1,2017,post
Jeff Attinella,,GK,2,2,180,6,4,2,1.0,0/0,0,1,1,1,0.0,66.7,2017,post
Sean Johnson,,GK,2,2,180,8,4,4,2.0,0/0,1,1,0,1,50.0,50.0,2017,post
Tyler Deric,,GK,2,2,210,8,8,0,0.0,0/0,1,0,1,2,50.0,100.0,2017,post
Matt Lampson,,GK,1,1,90,6,2,4,4.0,0/0,0,1,0,0,0.0,33.3,2017,post
Tyler Miller,,GK,1,1,90,3,3,0,0.0,0/0,1,0,0,1,100.0,100.0,2017,post
Andrew Tarbell,,GK,1,1,90,8,3,5,5.0,0/0,0,1,0,0,0.0,37.5,2017,post
Andrew Dykstra,,GK,1,1,120,5,4,1,1.0,0/1,0,1,0,0,0.0,80.0,2017,post
Brad Guzan,,GK,1,1,120,5,4,0,0.0,0/0,0,0,1,1,0.0,80.0,2017,post
David Ousted,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post
Jorge Rodrigo Bava,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post
Kyle Reynish,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post
Tim Melia,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post
David Bingham,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post
Jake Gleeson,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post
Richard Sanchez,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post
Eirik Johansen,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post
Alexander Tambakis,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post
Bryan Meredith,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post
Kendall McIntosh,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post
Ryan Meara,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post
Clint Irwin,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post
Brad Stuver,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post
Alec Kann,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post
Mark Pais,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post
Andre Rawls,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post
Evan Louro,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post
Stefan Cleveland,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post
Logan Ketterer,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post
Calle Brown,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post
Adrian Zendejas,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post
Spencer Richey,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post
Matt Bersano,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post
Jeff Attinella,,GK,6,6,570,28,19,9,1.5,1/1,3,2,1,1,50.0,67.9,2018,post
Brad Guzan,,GK,5,5,450,14,12,2,0.4,0/0,4,1,0,3,80.0,85.7,2018,post
Luis Robles,,GK,4,4,360,15,11,4,1.0,0/0,2,2,0,2,50.0,73.3,2018,post
Tim Melia,,GK,4,4,360,19,13,6,1.5,0/0,1,1,2,1,25.0,68.4,2018,post
Sean Johnson,,GK,3,3,270,10,5,5,1.67,1/1,1,2,0,0,33.3,50.0,2018,post
Nick Rimando,,GK,3,3,270,21,12,7,2.33,1/1,1,1,1,0,33.3,57.1,2018,post
Zack Steffen,,GK,3,3,300,9,4,5,1.67,0/0,1,1,1,1,33.3,44.4,2018,post
Stefan Frei,,GK,2,2,210,10,6,4,2.0,0/0,1,1,0,0,50.0,60.0,2018,post
Alex Horwath,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post
Jon Kempin,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post
Jeff Caldwell,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post
Calle Brown,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post
Adrian Zendejas,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post
Connor Sparrow,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post
Andre Rawls,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post
Evan Louro,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post
Andrew Putna,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post
Zac Lubin,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post
Logan Ketterer,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post
Eric Dick,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post
Ben Lundgaard,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post
Jake Gleeson,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post
Bryan Meredith,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post
Ryan Meara,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post
Steve Clark,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post
Mitch Hildebrandt,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post
Brad Stuver,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post
Alec Kann,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post
Kendall McIntosh,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post
Quentin Westberg,,GK,4,4,390,24,17,6,1.5,0/1,3,1,0,0,75.0,70.8,2019,post
Stefan Frei,,GK,4,4,390,17,12,5,1.25,0/0,4,0,0,1,100.0,70.6,2019,post
Brad Guzan,,GK,3,3,270,13,11,2,0.67,0/0,2,1,0,2,66.7,84.6,2019,post
Nick Rimando,,GK,2,2,180,14,9,3,1.5,0/0,1,1,0,0,50.0,64.3,2019,post
David Bingham,,GK,2,2,180,10,4,6,3.0,0/0,1,1,0,0,50.0,40.0,2019,post
Tyler Miller,,GK,2,2,180,11,5,6,3.0,0/0,1,1,0,0,50.0,45.5,2019,post
Andre Blake,,GK,2,2,210,10,5,5,2.5,0/0,1,1,0,0,50.0,50.0,2019,post
Sean Johnson,,GK,1,1,90,7,5,2,2.0,1/1,0,1,0,0,0.0,71.4,2019,post
Vito Mannone,,GK,1,1,90,6,4,2,2.0,0/0,0,1,0,0,0.0,66.7,2019,post
Steve Clark,,GK,1,1,90,7,5,2,2.0,0/0,0,1,0,0,0.0,71.4,2019,post
Matt Turner,,GK,1,1,90,5,4,1,1.0,0/0,0,1,0,0,0.0,80.0,2019,post
Jesse Gonzalez,,GK,1,1,120,10,5,4,4.0,0/0,0,1,0,0,0.0,50.0,2019,post
Luis Robles,,GK,1,1,120,9,5,4,4.0,0/0,0,1,0,0,0.0,55.6,2019,post
Bill Hamid,,GK,1,1,120,17,12,5,5.0,0/0,0,1,0,0,0.0,70.6,2019,post
Alex Horwath,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post
Jeff Attinella,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post
Joe Bendik,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post
Jimmy Maurer,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post
Cody Cropper,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post
Bryan Meredith,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post
Matt Lampson,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post
Ryan Meara,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post
Brad Knighton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post
Chris Seitz,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post
Caleb Patterson-Sewell,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post
Alex Bono,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post
Bobby Shuttleworth,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post
Earl Edwards Jr.,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post
Aljaz Ivacic,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post
Brad Stuver,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post
Kyle Zobeck,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post
Alec Kann,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post
Trey Muse,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post
Luis Barraza,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post
Evan Louro,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post
Dayne St. Clair,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post
Justin Vom Steeg,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post
Andrew Putna,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post
Matt Freese,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post
David Ochoa,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post
Phillip Ejimadu,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post
Kendall McIntosh,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post
Pablo Sisniega,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post
Brendan Moore,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post
Jeff Caldwell,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,post
Brad Guzan,ATL,GK,23,23,2070,91,59,30,1.3,0/0,6,13,4,6,26.1,64.8,2020,reg
Sean Johnson,NYC,GK,23,23,2070,107,81,25,1.09,3/4,12,8,3,7,52.2,75.7,2020,reg
Joe Willis,NSH,GK,23,23,2070,92,69,22,0.96,0/0,8,7,8,9,34.8,75.0,2020,reg
Marko Maric,HOU,GK,23,23,2070,122,79,40,1.74,3/3,4,10,9,3,17.4,64.8,2020,reg
Matt Turner,NE,GK,22,22,1980,90,68,24,1.09,1/1,8,7,7,6,36.4,75.6,2020,reg
Stefan Frei,SEA,GK,22,22,1980,83,60,23,1.05,2/2,11,5,6,6,50.0,72.3,2020,reg
Andre Blake,PHI,GK,21,21,1889,81,63,18,0.86,1/2,13,3,5,8,61.9,77.8,2020,reg
Tim Melia,SKC,GK,20,20,1784,77,56,21,1.05,0/2,11,5,3,7,55.0,72.7,2020,reg
Quentin Westberg,TOR,GK,20,20,1800,75,48,26,1.3,2/2,11,5,4,6,55.0,64.0,2020,reg
Clement Diop,MTL,GK,20,20,1800,110,73,36,1.8,2/3,7,11,2,3,35.0,66.4,2020,reg
Steve Clark,POR,GK,20,20,1800,94,64,29,1.45,1/2,10,4,6,5,50.0,68.1,2020,reg
Pedro Gallese,ORL,GK,19,19,1710,71,52,20,1.05,1/2,11,3,5,3,57.9,73.2,2020,reg
David Bingham,LA,GK,18,18,1620,87,52,35,1.94,3/5,5,9,4,3,27.8,59.8,2020,reg
Eloy Room,CLB,GK,17,17,1511,57,41,15,0.88,4/4,9,3,5,7,52.9,71.9,2020,reg
Bobby Shuttleworth,CHI,GK,17,17,1530,81,53,28,1.65,1/2,4,6,7,4,23.5,65.4,2020,reg
Bill Hamid,DC,GK,17,17,1530,88,55,32,1.88,2/3,3,10,4,2,17.6,62.5,2020,reg
Jimmy Maurer,DAL,GK,16,16,1392,68,54,13,0.81,2/2,6,4,5,7,37.5,79.4,2020,reg
Luis Robles,MIA,GK,15,15,1350,58,34,25,1.67,2/4,3,10,2,2,20.0,58.6,2020,reg
Andrew Putna,RSL,GK,15,15,1350,62,38,26,1.73,1/1,4,7,4,4,26.7,61.3,2020,reg
William Yarbrough,COL,GK,14,14,1260,69,48,20,1.43,2/2,6,4,4,4,42.9,69.6,2020,reg
Pablo Sisniega,LAFC,GK,14,14,1260,58,35,23,1.64,4/4,7,5,2,2,50.0,60.3,2020,reg
Ryan Meara,RBNY,GK,13,13,1142,55,39,16,1.23,3/3,5,4,4,3,38.5,70.9,2020,reg
Dayne St. Clair,MIN,GK,13,13,1170,63,48,12,0.92,0/2,6,2,5,6,46.2,76.2,2020,reg
Przemyslaw Tyton,CIN,GK,12,12,1071,48,30,18,1.5,1/1,2,7,3,5,16.7,62.5,2020,reg
Daniel Vega,SJ,GK,12,12,1080,79,42,37,3.08,3/4,2,6,4,3,16.7,53.2,2020,reg
David Jensen,RBNY,GK,11,10,928,41,25,15,1.5,0/0,4,5,1,1,36.4,61.0,2020,reg
JT Marcinkowski,SJ,GK,11,11,990,39,25,14,1.27,0/0,6,3,2,4,54.5,64.1,2020,reg
Spencer Richey,CIN,GK,10,9,819,34,19,15,1.67,1/1,1,7,1,2,10.0,55.9,2020,reg
Thomas Hasal,VAN,GK,9,8,752,50,35,14,1.75,1/1,4,4,0,1,44.4,70.0,2020,reg
John McCarthy,MIA,GK,8,8,720,31,19,10,1.25,2/2,4,3,1,1,50.0,61.3,2020,reg
Kenneth Vermeer,LAFC,GK,8,8,720,36,19,16,2.0,0/1,2,3,3,1,25.0,52.8,2020,reg
Evan Bush,VAN,GK,8,8,720,32,22,10,1.25,1/1,4,4,0,1,50.0,68.8,2020,reg
Andrew Tarbell,CLB,GK,7,6,559,24,17,6,1.0,2/2,3,3,0,2,42.9,70.8,2020,reg
Zac MacMath,RSL,GK,6,6,540,21,14,7,1.17,0/0,1,2,3,3,16.7,66.7,2020,reg
Chris Seitz,DC,GK,6,6,540,32,22,9,1.5,0/0,2,2,2,2,33.3,68.8,2020,reg
Kenneth Kronholm,CHI,GK,5,5,450,17,7,8,1.6,0/0,1,3,1,0,20.0,41.2,2020,reg
Tyler Miller,MIN,GK,5,5,450,19,13,6,1.2,2/2,3,0,2,1,60.0,68.4,2020,reg
Kyle Zobeck,DAL,GK,4,3,318,18,11,6,2.0,1/1,2,1,1,0,50.0,61.1,2020,reg
Maxime Crepeau,VAN,GK,4,4,328,22,12,10,2.5,1/1,1,3,0,1,25.0,54.5,2020,reg
Brian Rowe ,ORL,GK,4,4,360,21,16,5,1.25,0/0,0,1,3,1,0.0,76.2,2020,reg
Clint Irwin,COL,GK,4,4,360,22,14,8,2.0,0/1,2,2,0,0,50.0,63.6,2020,reg
Jonathan Klinsmann,LA,GK,4,4,360,30,17,11,2.75,1/1,1,3,0,1,25.0,56.7,2020,reg
Bryan Meredith,VAN,GK,3,3,270,27,20,10,3.33,0/0,0,3,0,0,0.0,74.1,2020,reg
Alex Bono,TOR,GK,3,3,270,16,16,0,0.0,0/1,2,0,1,3,66.7,100.0,2020,reg
Greg Ranjitsingh,MIN,GK,3,3,270,22,15,8,2.67,1/1,0,3,0,0,0.0,68.2,2020,reg
James Pantemis,MTL,GK,3,3,270,24,17,7,2.33,0/0,1,2,0,0,33.3,70.8,2020,reg
Joe Bendik,PHI,GK,2,1,91,3,1,2,2.0,0/0,0,1,0,0,0.0,33.3,2020,reg
Richard Sanchez,SKC,GK,2,1,104,5,2,4,4.0,0/0,1,1,0,0,50.0,40.0,2020,reg
Jesse Gonzalez,DAL,GK,2,2,180,5,3,2,1.0,0/0,1,0,1,1,50.0,60.0,2020,reg
Aljaz Ivacic,POR,GK,2,2,180,8,5,3,1.5,0/0,1,1,0,0,50.0,62.5,2020,reg
Bobby Edwards,CIN,GK,2,2,180,6,3,3,1.5,1/1,1,1,0,0,50.0,50.0,2020,reg
Matt Freese,PHI,GK,1,1,90,1,1,0,0.0,0/0,1,0,0,1,100.0,100.0,2020,reg
David Ochoa,RSL,GK,1,1,90,6,4,2,2.0,0/0,0,1,0,0,0.0,66.7,2020,reg
Phelipe Megiolaro,DAL,GK,1,1,90,9,6,3,3.0,0/0,0,1,0,0,0.0,66.7,2020,reg
Connor Sparrow,CHI,GK,1,1,90,7,4,3,3.0,0/0,0,1,0,0,0.0,57.1,2020,reg
Brad Knighton,NE,GK,1,1,90,6,5,1,1.0,0/0,0,0,1,0,0.0,83.3,2020,reg
Jeff Attinella,POR,GK,1,1,90,7,4,3,3.0,0/0,0,1,0,0,0.0,57.1,2020,reg
Jon Kempin,CLB,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Cody Cropper,HOU,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Ben Lundt,CIN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Earl Edwards Jr.,DC,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Matt Lampson,CLB,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Carlos Avilez,DAL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Trey Muse,SEA,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Luis Barraza,NYC,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Justin Vom Steeg,LA,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Adrian Zendejas,MIN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Eric Lopez,LA,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Mason Stajduhar,ORL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Brady Scott,NSH,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Andre Rawls,COL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Kevin Silva,TOR,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Brad Stuver,NYC,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Alec Kann,ATL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Brendan Moore,ATL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Jeff Caldwell,NE,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Matt Bersano,SJ,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Kendall McIntosh,RBNY,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
John Pulskamp,SKC,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Jonathan Sirois,MTL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Abraham Rodriguez,COL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Michael Nelson,HOU,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Jason Beaulieu,MTL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Phillip Ejimadu,LAFC,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Beckham Sunderland,CIN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Isaac Boehmer,VAN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Gabriel Slonina,CHI,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Fred Emmings,MIN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Emmanuel Ochoa,SJ,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Drake Callender,MIA,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Elliot Panicco,NSH,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Eric Dick,SKC,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Stefan Cleveland,SEA,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,reg
Stefan Frei,,GK,4,4,360,14,8,6,1.5,0/1,3,1,0,1,75.0,57.1,2020,post
Matt Turner,,GK,4,4,360,19,16,3,0.75,0/1,3,1,0,1,75.0,84.2,2020,post
Dayne St. Clair,,GK,3,3,270,17,12,3,1.0,0/0,2,1,0,2,66.7,70.6,2020,post
Joe Willis,,GK,3,3,330,11,9,2,0.67,0/0,2,1,0,2,66.7,81.8,2020,post
Eloy Room,,GK,2,2,180,6,4,2,1.0,0/0,2,0,0,1,100.0,66.7,2020,post
Jimmy Maurer,,GK,2,2,210,10,8,2,1.0,0/0,0,1,1,0,0.0,80.0,2020,post
Tim Melia,,GK,2,2,210,16,10,6,3.0,0/0,0,1,1,0,0.0,62.5,2020,post
Andrew Tarbell,,GK,2,2,210,8,8,0,0.0,0/0,2,0,0,2,100.0,100.0,2020,post
Clement Diop,,GK,1,1,90,9,7,2,2.0,0/0,0,1,0,0,0.0,77.8,2020,post
Ryan Meara,,GK,1,1,90,11,8,3,3.0,1/1,0,1,0,0,0.0,72.7,2020,post
Brian Rowe ,,GK,1,1,90,6,3,3,3.0,1/1,0,1,0,0,0.0,50.0,2020,post
William Yarbrough,,GK,1,1,90,8,5,3,3.0,0/0,0,1,0,0,0.0,62.5,2020,post
John McCarthy,,GK,1,1,90,4,1,3,3.0,1/1,0,1,0,0,0.0,25.0,2020,post
Andre Blake,,GK,1,1,90,4,2,2,2.0,0/0,0,1,0,0,0.0,50.0,2020,post
Pablo Sisniega,,GK,1,1,90,3,0,3,3.0,0/0,0,1,0,0,0.0,0.0,2020,post
Steve Clark,,GK,1,1,120,5,4,1,1.0,0/0,0,0,1,0,0.0,80.0,2020,post
Quentin Westberg,,GK,1,1,120,6,5,1,1.0,0/0,0,1,0,0,0.0,83.3,2020,post
Sean Johnson,,GK,1,1,120,3,2,1,1.0,1/1,0,0,1,0,0.0,66.7,2020,post
Pedro Gallese,,GK,1,1,120,7,6,1,1.0,0/0,0,0,1,0,0.0,85.7,2020,post
JT Marcinkowski,,GK,1,1,120,8,5,3,3.0,0/0,0,0,1,0,0.0,62.5,2020,post
Luis Barraza,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post
Kevin Silva,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post
Andre Rawls,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post
Carlos Avilez,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post
Trey Muse,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post
James Pantemis,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post
Stefan Cleveland,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post
Matt Freese,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post
Eric Dick,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post
Phelipe Megiolaro,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post
John Pulskamp,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post
Jonathan Sirois,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post
Abraham Rodriguez,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post
Phillip Ejimadu,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post
Fred Emmings,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post
Emmanuel Ochoa,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post
Drake Callender,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2020,post
